Location,Date,Species,IOC_14.1,English,BTO,ABR,nuclear species,,Family,Long,Lat,Alt,number,M,F,MC,AC,Area,Season,Group,顺序,有无录音,Record,Note,M序号,M录前,M参加,M call,有鹛,有山雀,Mtype,initiator,F序号,F参加,F call,Type
Nanling,2023/12/28 08:34,褐柳莺,Phylloscopus fuscatus,Dusky Warbler,Others,DUWA,,,Phylloscopidae,113.078056,24.922743,516,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/28 08:43,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,113.077485,24.922956,524,6,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/28 08:54,大拟啄木鸟,Psilopogon virens,Great Barbet,Others,GRBA,#N/A,,Megalaimidae,113.077036,24.922973,526,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/28 08:54,鹊鸲,Copsychus saularis,Oriental Magpie-Robin,Others,ORMR,,,Muscicapidae,113.077036,24.922973,526,6,,,,,自然园,Winter,,,,12280846,,,,,,,,,,,,,
Nanling,2023/12/28 09:14,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.075786,24.922956,552,8,M,,MC,,自然园,Winter,M5,2,,,,,,,,,,,,,,,
Nanling,2023/12/28 09:14,红头长尾山雀,Aegithalos concinnus,Black-throated Bushtit,Tit,BTBT,,,Aegithalidae,113.075786,24.922956,552,8,M,,MC,,自然园,Winter,M5,1,Y,12280905,,5,2,4,4,无,有,Tits,,,,,
Nanling,2023/12/28 09:14,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.075395,24.922958,561,2,M,,MC,,自然园,Winter,M5,3,,,,,,,,,,,,,,,
Nanling,2023/12/28 09:14,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,113.075395,24.922958,561,2,M,,MC,,自然园,Winter,M5,4,,,,,,,,,,,,,,,
Nanling,2023/12/28 09:18,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,113.075456,24.923083,551,20,,F,,AC,自然园,Winter,F9,1,N,12280923,,,,,,,,,,9,2,0,Babbler
Nanling,2023/12/28 09:31,画眉,Garrulax canorus,Chinese Hwamei,Babbler,CHHW,,,Leiothrichidae,113.07553,24.922886,550,2,,,,,自然园,Winter,,,,12280928,,,,,,,,,,,,,
Nanling,2023/12/28 09:49,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,113.075395,24.922958,561,2,,F,,,自然园,Winter,F9,2,Y,12280934,,,,,,,,,,,,,
Nanling,2023/12/28 09:51,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.075395,24.922958,561,5,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/28 10:01,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,113.075456,24.923083,551,20,M,,MC,,自然园,Winter,M6,1,Y,12281005,录音前叫,6,1,3,3,有,无,Babbler,,,,,
Nanling,2023/12/28 10:01,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.075456,24.923083,551,2,M,,MC,,自然园,Winter,M6,2,,,,,,,,,,,,,,,
Nanling,2023/12/28 10:01,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,113.075546,24.922873,561,2,M,,MC,,自然园,Winter,M6,3,,,,,,,,,,,,,,,
Nanling,2023/12/28 10:55,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.077848,24.923188,525,30,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:32,领雀嘴鹎,Spizixos semitorques,Collared Finchbill,Others,COFI,#N/A,,Pycnonotidae,113.079405,24.918974,491,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:33,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.079371,24.91892,491,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:33,白鹡鸰,Motacilla alba,White Wagtail,Others,WHWA,#N/A,,Motacillidae,113.079371,24.91892,491,3,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:49,红头穗鹛,Cyanoderma ruficeps,Rufous-capped Babbler,Babbler,RUBA,,,Timaliidae,113.076454,24.917168,542,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:50,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.076454,24.917168,542,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 07:55,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.076529,24.917373,540,5,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 08:03,暗绿绣眼鸟,Zosterops simplex,Swinhoe's White-eye,Babbler,SHWE,#N/A,,Zosteropidae,113.076574,24.917553,540,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 08:14,褐柳莺,Phylloscopus fuscatus,Dusky Warbler,Others,DUWA,,,Phylloscopidae,113.076598,24.917545,542,1,,,,,自然园,Winter,,,,12290803,,,,,,,,,,,,,
Nanling,2023/12/29 08:21,红嘴相思鸟,Leiothrix lutea,Red-billed Leiothrix,Babbler,RBLE,,,Leiothrichidae,113.076801,24.917821,537,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 08:54,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Others,OBLB,,,Chloropseidae,113.082096,24.922431,484,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/29 08:54,长尾缝叶莺,Orthotomus sutorius,Common Tailorbird,Others,COTA,,,Cisticolidae,113.082211,24.922595,485,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 07:48,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,113.08121,24.919416,511,20,,F,,AC,自然园,Winter,F10,1,N,12030733,mobbing,,,,,,,,,10,2,0,Babbler
Nanling,2023/12/30 07:48,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.08121,24.919416,511,2,,F,,,自然园,Winter,F10,2,,,,,,,,,,,,,,,
Nanling,2023/12/30 07:49,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.08121,24.919416,511,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 07:57,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,113.081356,24.919476,523,10,,F,,AC,自然园,Winter,F11,1,,,,,,,,,,,,11,2,,Babbler
Nanling,2023/12/30 07:58,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.081355,24.919475,523,2,,F,,,自然园,Winter,F11,2,,,,,,,,,,,,,,,
Nanling,2023/12/30 07:58,白头鹎,Pycnonotus sinensis,Light-vented Bulbul,Others,LVBU,,,Pycnonotidae,113.081356,24.919476,523,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:12,灰背燕尾,Enicurus schistaceus,Slaty-backed Forktail,Others,SLFO,#N/A,,Muscicapidae,113.081269,24.921533,488,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:15,黄冠橙腹叶鹎,Chloropsis hardwickii,Orange-bellied Leafbird,Others,OBLB,,,Chloropseidae,113.080448,24.922186,485,4,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:17,领雀嘴鹎,Spizixos semitorques,Collared Finchbill,Others,COFI,#N/A,,Pycnonotidae,113.080018,24.922353,493,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:18,红耳鹎,Pycnonotus jocosus,Red-whiskered Bulbul,Others,REBU,,,Pycnonotidae,113.079768,24.922505,490,6,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:24,北红尾鸲,Phoenicurus auroreus,Daurian Redstart,Others,DARE,,,Muscicapidae,113.079594,24.922453,490,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:24,褐柳莺,Phylloscopus fuscatus,Dusky Warbler,Others,DUWA,,,Phylloscopidae,113.079431,24.923064,492,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:29,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Others,GRMI,,,Campephagidae,113.079318,24.923105,500,5,,F,,,自然园,Winter,F12,1,N,12030832,无记录,,,,,,,,,12,2,0,None
Nanling,2023/12/30 08:35,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,113.079318,24.923105,500,30,,F,,,自然园,Winter,F12,2,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:43,红嘴相思鸟,Leiothrix lutea,Red-billed Leiothrix,Babbler,RBLE,,,Leiothrichidae,113.078617,24.922418,504,10,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:43,黄腰柳莺,Phylloscopus proregulus,Pallas's Leaf Warbler,Others,PALE,,,Phylloscopidae,113.078618,24.922418,504,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:49,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.07811,24.922351,511,15,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 08:50,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.07811,24.922351,511,10,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:07,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.077926,24.921976,504,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:07,大拟啄木鸟,Psilopogon virens,Great Barbet,Others,GRBA,#N/A,,Megalaimidae,113.077926,24.921976,504,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.07607,24.922214,535,10,M,,MC,,自然园,Winter,M7,1,Y ,12030923,,7,0,7,7,有,无,Babbler,,,,,
Nanling,2023/12/30 09:33,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,113.07607,24.922214,535,30,M,,MC,,自然园,Winter,M7,2,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,113.07607,24.922214,535,5,M,,MC,,自然园,Winter,M7,3,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,红嘴相思鸟,Leiothrix lutea,Red-billed Leiothrix,Babbler,RBLE,,,Leiothrichidae,113.07607,24.922214,535,5,M,,MC,,自然园,Winter,M7,4,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.07607,24.922214,535,3,M,,MC,,自然园,Winter,M7,5,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,棕胸蓝姬鹟,Ficedula hyperythra,Snowy-browed Flycatcher,Others,SNFL,#N/A,,Muscicapidae,113.07607,24.922214,535,1,M,,MC,,自然园,Winter,M7,6,,,,,,,,,,,,,,,
Nanling,2023/12/30 09:33,棕脸鹟莺,Abroscopus albogularis,Rufous-faced Warbler,Others,RUWA,,,Cettiidae,113.07607,24.922214,535,2,M,,MC,,自然园,Winter,M7,7,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:07,白鹡鸰,Motacilla alba,White Wagtail,Others,WHWA,#N/A,,Motacillidae,113.080611,24.918245,533,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:07,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.080611,24.918245,533,5,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:07,白鹇,Lophura nycthemera,Silver Pheasant,Others,SIPH,,,Phasianidae,113.080611,24.918245,533,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:24,白鹡鸰,Motacilla alba,White Wagtail,Others,WHWA,#N/A,,Motacillidae,113.080869,24.918318,548,5,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:24,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.080869,24.918318,548,6,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:24,白鹇,Lophura nycthemera,Silver Pheasant,Others,SIPH,,,Phasianidae,113.080869,24.918318,548,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:24,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,113.080868,24.918317,548,1,M,,MC,,自然园,Winter,M8,1,Y ,12310815,,8,0,2,2,无,无,None,,,,,
Nanling,2023/12/31 08:24,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.080869,24.918317,548,1,M,,MC,,自然园,Winter,M8,2,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:36,黄腰柳莺,Phylloscopus proregulus,Pallas's Leaf Warbler,Others,PALE,,,Phylloscopidae,113.081121,24.917318,563,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:45,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.080869,24.918317,548,10,M,,MC,,自然园,Winter,M9,1,Y ,12310845,,9,0,3,3,无,无,None,,,,,
Nanling,2023/12/31 08:45,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.080869,24.918317,548,4,M,,MC,,自然园,Winter,M9,2,,,,,,,,,,,,,,,
Nanling,2023/12/31 08:45,黄腰柳莺,Phylloscopus proregulus,Pallas's Leaf Warbler,Others,PALE,,,Phylloscopidae,113.080869,24.918317,548,2,M,,MC,,自然园,Winter,M9,3,,,,,,,,,,,,,,,
Nanling,2023/12/31 09:41,领雀嘴鹎,Spizixos semitorques,Collared Finchbill,Others,COFI,#N/A,,Pycnonotidae,113.080885,24.923373,483,10,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 09:51,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.080869,24.918317,548,10,M,,MC,,自然园,Winter,M10,1,Y ,12310951,,10,0,4,4,无,无,None,,,,,
Nanling,2023/12/31 09:51,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,113.080869,24.918317,548,4,M,,MC,,自然园,Winter,M10,2,,,,,,,,,,,,,,,
Nanling,2023/12/31 09:51,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,113.080869,24.918317,548,4,M,,MC,,自然园,Winter,M10,3,,,,,,,,,,,,,,,
Nanling,2023/12/31 09:51,朱背啄花鸟,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Others,SCFL,,,Dicaeidae,113.080869,24.918317,548,1,M,,MC,,自然园,Winter,M10,4,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:20,领雀嘴鹎,Spizixos semitorques,Collared Finchbill,Others,COFI,#N/A,,Pycnonotidae,113.078659,24.923379,517,30,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:20,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.078659,24.923379,517,30,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:20,树鹨,Anthus hodgsoni,Olive-backed Pipit,Others,OLPI,,,Motacillidae,113.078659,24.923379,517,2,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:21,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,113.078659,24.923379,517,4,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:26,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,113.077881,24.923343,523,1,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:38,黑短脚鹎,Hypsipetes leucocephalus,Black Bulbul,Others,BLBU,,,Pycnonotidae,113.080869,24.918317,548,10,M,,MC,,自然园,Winter,M11,1,Y ,12311030,,11,1,4,4,有,有,Both,,,,,
Nanling,2023/12/31 10:38,淡眉雀鹛,Alcippe hueti,Huet's Fulvetta,Babbler,HUFU,Yes,,Alcippeidae,113.077856,24.923001,520,5,M,,MC,,自然园,Winter,M11,2,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:38,红头长尾山雀,Aegithalos concinnus,Black-throated Bushtit,Tit,BTBT,,,Aegithalidae,113.077856,24.923001,520,4,M,,MC,,自然园,Winter,M11,3,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:38,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Others,GRMI,,,Campephagidae,113.077856,24.923001,520,10,M,,MC,,自然园,Winter,M11,4,,,,,,,,,,,,,,,
Nanling,2023/12/31 10:38,褐柳莺,Phylloscopus fuscatus,Dusky Warbler,Others,DUWA,,,Phylloscopidae,113.077855,24.923,520,6,,,,,自然园,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:39,红翅鵙鹛,Pteruthius aeralatus,White-browed Shrike-babbler,Babbler,WHSH,,,Vireonidae,108.840924,18.744243,1020,5,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:40,黑眉拟啄木鸟,Psilopogon faber,Chinese Barbet,Others,CHBT,,,Megalaimidae,108.840924,18.744243,1020,2,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:40,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.840924,18.744243,1020,4,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:40,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,108.840924,18.744243,1020,6,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:40,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.840924,18.744243,1020,10,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:53,蛇雕,Spilornis cheela,Crested Serpent Eagle,Others,CRSE,#N/A,,Accipitridae,108.839143,18.743511,1075,1,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/9 10:53,领鸺鹠,Taenioptynx brodiei,Collared Owlet,Others,COOW,#N/A,,Strigidae,108.839143,18.743511,1075,1,,,,,鸣凤谷,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:30,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Others,GRMI,,,Campephagidae,108.885238,18.732991,862,5,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:30,棕颈钩嘴鹛,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Babbler,SBSB,,,Timaliidae,108.885238,18.732991,862,2,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:31,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Others,HBFC,,,Muscicapidae,108.885238,18.73299,862,6,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:33,叉尾太阳鸟,Aethopyga christinae,Fork-tailed Sunbird,Others,FOSU,,,Nectariniidae,108.885238,18.732991,862,2,M,,MC,,三分区,Winter,M12,1,Y ,1100828,,12,1,5,5,有,无,Babbler,,,,,
Jianfengling,2024/1/10 08:37,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.885631,18.733013,860,2,M,,MC,,三分区,Winter,M12,2,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:37,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.885631,18.733013,860,2,M,,MC,,三分区,Winter,M12,3,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:37,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.885631,18.733013,860,10,M,,MC,,三分区,Winter,M12,4,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:37,海南蓝仙鹟,Cyornis hainanus,Hainan Blue Flycatcher,Others,HBFC,,,Muscicapidae,108.885631,18.733013,860,3,M,,MC,,三分区,Winter,M12,5,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:51,领鸺鹠,Taenioptynx brodiei,Collared Owlet,Others,COOW,#N/A,,Strigidae,108.887861,18.732008,857,1,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:52,红头咬鹃,Harpactes erythrocephalus,Red-headed Trogon,Others,RHTG,,,Trogonidae,108.887818,18.732118,862,2,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,灰喉山椒鸟,Pericrocotus solaris,Grey-chinned Minivet,Others,GRMI,,,Campephagidae,108.887818,18.732118,862,3,M,,MC,,三分区,Winter,M13,1,Y,1100856,,13,1,6,6,有,无,Babbler,,,,,
Jianfengling,2024/1/10 08:56,大盘尾,Dicrurus paradiseus,Greater Racket-tailed Drongo,Others,GRTD,Yes,,Dicruridae,108.887818,18.732118,862,5,M,,MC,,三分区,Winter,M13,2,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.885631,18.733013,860,2,M,,MC,,三分区,Winter,M13,3,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.885631,18.733013,860,3,M,,MC,,三分区,Winter,M13,4,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,朱背啄花鸟,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Others,SCFL,,,Dicaeidae,108.885631,18.733013,860,1,M,,MC,,三分区,Winter,M13,5,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,四声杜鹃,Cuculus micropterus,Indian Cuckoo,Others,INCU,#N/A,,Cuculidae,108.885631,18.733013,860,1,M,,MC,,三分区,Winter,M13,6,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,长嘴钩嘴鹛,Erythrogenys hypoleucos,Large Scimitar Babbler,Babbler,LASC,,,Timaliidae,108.885631,18.733013,860,2,,,,,三分区,Winter,,,,,后期录音听的,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,褐柳莺,Phylloscopus fuscatus,Dusky Warbler,Others,DUWA,,,Phylloscopidae,108.885631,18.733013,860,2,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 08:56,红胸啄花鸟,Dicaeum ignipectus,Dicaeum ignipectus,Others,DIIG,,,Dicaeidae,108.885631,18.733013,860,1,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 09:22,棕脸鹟莺,Abroscopus albogularis,Rufous-faced Warbler,Others,RUWA,,,Cettiidae,108.879556,18.735518,928,2,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 09:32,冕雀,Melanochlora sultanea,Sultan Tit,Tit,SUTI,Yes,,Paridae,108.879096,18.735423,938,2,M,,MC,,三分区,Winter,M14,1,Y,1100929这个是真的领鸺鹠,真正的领鸺鹠mobbing,14,2,2,1,无,有,Tits,,,,,
Jianfengling,2024/1/10 09:32,绒额䴓,Sitta frontalis,Velvet-fronted Nuthatch,Others,VENU,,,Sittidae,108.879096,18.735423,938,2,M,,MC,,三分区,Winter,M14,2,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 09:32,赤红山椒鸟,Pericrocotus speciosus,Scarlet Minivet,Others,SCMI,,,Campephagidae,108.879096,18.735423,938,5,M,,MC,,三分区,Winter,M14,3,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 09:35,灰树鹊,Dendrocitta formosae,Grey Treepie,Others,GRTR,,,Corvidae,108.879096,18.735423,938,3,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 09:37,灰头鸦雀,Paradoxornis gularis,Grey-headed Parrotbill,Babbler,GRPA,,,Paradoxornithidae,108.879096,18.735423,938,3,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 10:04,栗背短脚鹎,Hemixos castanonotus,Chestnut Bulbul,Others,CHBU,,,Pycnonotidae,108.873446,18.734104,967,6,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 10:04,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.873446,18.734104,967,6,M,,MC,,三分区,Winter,M15,1,Y,1101006,,15,1,2,2,有,无,Babbler,,,,,
Jianfengling,2024/1/10 11:09,白腹凤鹛,Erpornis zantholeuca,White-bellied Erpornis,Babbler,WBER,Yes,,Vireonidae,108.868674,18.7328,959,4,M,,MC,,三分区,Winter,M15,2,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 11:15,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.868738,18.732761,966,3,,,,,三分区,Winter,,,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 11:15,黄眉柳莺,Phylloscopus inornatus,Yellow-browed Warbler,Others,YBWA,,,Phylloscopidae,108.868738,18.732761,966,5,M,,MC,,三分区,Winter,M16,1,Y,1101113,,16,1,4,4,无,无,None,,,,,
Jianfengling,2024/1/10 11:15,白喉冠鹎,Alophoixus pallidus,Puff-throated Bulbul,Others,PUBU,,,Pycnonotidae,108.868738,18.732761,966,10,M,,MC,,三分区,Winter,M16,2,,,,,,,,,,,,,,,
Jianfengling,2024/1/10 11:15,朱背啄花鸟,Dicaeum cruentatum,Scarlet-backed Flowerpecker,Others,SCFL,,,Dicaeidae,108.868738,18.732761,966,2,M,,MC,,三分区,Winter,M16,3,,,,,,,,,,,,,,,
